ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
1068,Y,No,1402,Norm,TA,Normal,1839,CulDSac,,WD,1,NoRidge,Gd,58.0,CompShg,VinylSd,PConc,1Fam,1998,30.0,,Fin,Gd,AllPub,2Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,7,1998,2010,0,,81,0,Gable,Typ,TA,TA,1402,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,5,Unf,Pave,6,2.0,IR2,Lvl,GasA,Y,Gtl,VinylSd,486.0,0,7,Attchd,16770,1,1998.0,60,896,2239,261475.0
1069,Y,No,102,Norm,TA,Abnorml,1920,Inside,,WD,2,SWISU,Ex,64.0,CompShg,Stucco,BrkTil,Duplex,1950,0.0,,Unf,TA,AllPub,2.5Unf,None,Gd,121,TA,0,TA,2,0,0,Rec,10,1930,2008,720,,0,2,Gable,Typ,TA,TA,1167,SBrkr,0,0,Norm,0,TA,248,RL,4,,2,7,ALQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Stucco,480.0,345,6,Detchd,7804,2,1930.0,90,1212,2004,196283.0
1070,Y,No,273,Norm,TA,Normal,1052,Inside,,COD,0,NWAmes,TA,80.0,CompShg,HdBoard,CBlock,1Fam,1963,203.0,,Fin,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,1,0,0,Rec,6,1963,2007,305,,133,0,Gable,Typ,TA,TA,1259,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,5,BLQ,Pave,2,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,311.0,681,6,Attchd,10800,1,1963.0,20,252,2096,158298.0
1071,Y,Av,193,Norm,TA,Normal,1906,Corner,,WD,1,Crawfor,Ex,100.0,CompShg,HdBoard,PConc,1Fam,1954,420.0,,Unf,TA,AllPub,1Story,Stone,Gd,0,TA,0,TA,1,0,0,BLQ,6,1954,2009,476,,201,2,Gable,Typ,TA,TA,1517,SBrkr,0,0,PosA,0,TA,0,RL,3,,1,5,LwQ,Pave,1,2.0,Reg,Bnk,GasA,Y,Mod,HdBoard,576.0,848,6,Basment,17500,1,1954.0,20,252,2950,264623.0
1072,Y,Gd,1941,Norm,Ex,Partial,2822,Inside,,New,1,NridgHt,Ex,107.0,CompShg,VinylSd,PConc,1Fam,2009,424.0,,RFn,Ex,AllPub,2Story,Stone,Gd,0,TA,0,Ex,0,192,0,Unf,12,2008,2009,0,,170,1,Hip,Typ,TA,TA,1941,SBrkr,0,0,Norm,0,TA,52,RL,4,,3,5,Unf,Pave,1,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,1020.0,0,9,BuiltIn,13891,1,2009.0,60,1340,2778,659502.0
1073,Y,No,315,Norm,Gd,Partial,2318,Inside,,New,1,Somerst,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2006,0.0,,Fin,Gd,AllPub,2Story,None,Ex,0,TA,0,Gd,1,0,0,Unf,8,2005,2006,0,,246,1,Gable,Typ,TA,TA,1167,SBrkr,0,0,RRAn,0,TA,0,FV,3,,2,5,ALQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,541.0,852,7,BuiltIn,9512,1,2005.0,60,1610,2004,342021.0
1074,Y,No,1161,Norm,TA,Normal,1728,Inside,GdWo,WD,0,NAmes,Ex,,CompShg,MetalSd,CBlock,1Fam,2004,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,0,Fa,0,TA,1,0,0,Unf,7,1953,2007,0,,0,1,Gable,Typ,TA,TA,1423,SBrkr,0,512,Norm,0,TA,200,RL,3,,1,6,LwQ,Pave,6,1.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,371.0,262,5,Attchd,12099,1,1953.0,50,252,2260,190053.0
1075,Y,Mn,737,Norm,TA,Normal,1094,Inside,,WD,0,Edwards,Ex,85.0,CompShg,Wd Sdng,CBlock,1Fam,1953,216.0,,RFn,TA,AllPub,1Story,Stone,Gd,0,TA,0,TA,0,287,0,Unf,5,1953,2008,0,,0,2,Hip,Typ,TA,TA,1301,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,5,Rec,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,Wd Sdng,495.0,564,6,Attchd,10452,1,1953.0,20,252,2138,189138.0
1076,Y,No,1401,Norm,Gd,Normal,1346,Corner,,WD,0,Timber,Ex,88.0,CompShg,VinylSd,PConc,1Fam,2008,60.0,,Fin,Gd,AllPub,1Story,Stone,TA,0,TA,0,Gd,1,0,0,Unf,6,2008,2010,0,,48,1,Gable,Typ,TA,TA,1543,SBrkr,0,0,Norm,0,TA,100,RL,3,,2,5,GLQ,Pave,5,3.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,660.0,142,7,Attchd,11896,1,2008.0,20,252,2390,260364.0
1077,N,Gd,196,Norm,TA,Normal,1424,FR2,,WD,1,Gilbert,TA,195.0,CompShg,HdBoard,CBlock,2fmCon,1990,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,Gd,1,0,0,Unf,7,1969,2007,0,,0,0,Gable,Mod,TA,TA,1307,SBrkr,0,0,Norm,0,TA,144,RL,3,,1,5,ALQ,Pave,11,3.0,IR1,Lvl,GasW,Y,Gtl,HdBoard,828.0,1111,5,2Types,41600,1,1969.0,190,252,2468,188841.0
1078,Y,No,1673,Norm,Gd,Normal,1563,Inside,,WD,0,Somerst,Ex,78.0,CompShg,VinylSd,PConc,1Fam,2007,468.0,,RFn,TA,AllPub,1Story,Stone,Gd,0,TA,0,Gd,0,0,0,Unf,6,2007,2008,0,,99,1,Gable,Typ,TA,TA,1770,SBrkr,0,0,Norm,0,TA,144,RL,3,,2,5,GLQ,Pave,10,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,758.0,97,8,Attchd,10206,1,2007.0,20,252,2607,287835.0
1079,Y,Mn,231,Norm,TA,Normal,1796,CulDSac,MnPrv,WD,1,CollgCr,Ex,,CompShg,VinylSd,PConc,1Fam,1998,0.0,,RFn,TA,AllPub,2Story,None,,0,TA,0,Gd,1,0,0,Unf,7,1998,2007,0,,36,0,Gable,Typ,TA,TA,1001,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,GLQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,546.0,770,6,Attchd,9531,1,1998.0,60,1166,1926,250356.0
1080,Y,No,1282,Norm,Gd,Abnorml,1337,Inside,,COD,0,NAmes,Ex,34.0,CompShg,MetalSd,PConc,TwnhsE,1999,0.0,,Fin,Gd,AllPub,1Story,None,,0,TA,0,Gd,1,0,0,Unf,5,1998,2008,0,,68,0,Gable,Typ,TA,TA,1612,SBrkr,0,0,Norm,0,TA,144,RH,2,,2,5,GLQ,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,511.0,330,6,Attchd,4060,1,1998.0,120,252,2381,217350.0
1081,P,Gd,584,Norm,TA,Normal,1656,Corner,,WD,0,NAmes,Fa,141.0,CompShg,BrkFace,CBlock,1Fam,1960,112.0,,Fin,TA,AllPub,1Story,Stone,Gd,0,Gd,0,TA,1,0,0,Unf,7,1960,2010,0,,62,2,Hip,Typ,TA,TA,1287,SBrkr,0,0,Norm,0,TA,210,RL,3,,1,5,BLQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,528.0,703,6,Attchd,31770,1,1960.0,20,252,2700,254785.0
1082,Y,No,499,Norm,TA,Normal,1353,Inside,,WD,0,NWAmes,Ex,80.0,CompShg,MetalSd,CBlock,1Fam,1999,253.0,,RFn,TA,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,1,0,0,Unf,5,1979,2007,0,,141,1,Gable,Typ,TA,TA,1466,SBrkr,0,0,Norm,0,TA,240,RL,2,,2,5,GLQ,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,478.0,967,6,Attchd,10400,1,1979.0,20,252,2397,229996.0
1083,Y,Gd,217,Norm,Gd,Normal,1524,Inside,,WD,1,ClearCr,TA,,WdShake,Plywood,PConc,1Fam,1979,0.0,,Fin,Gd,AllPub,1Story,None,TA,0,TA,0,Gd,2,0,0,Unf,4,1979,2010,0,,0,1,Shed,Typ,TA,TA,1539,SBrkr,0,0,Norm,0,TA,268,RL,0,,0,6,GLQ,Pave,4,2.0,Reg,Low,GasA,Y,Sev,Plywood,586.0,1322,7,Attchd,23595,1,1979.0,40,444,2376,304279.0
1084,Y,No,317,Norm,TA,Normal,987,Inside,,WD,1,BrDale,TA,21.0,CompShg,HdBoard,CBlock,Twnhs,1973,408.0,,Unf,TA,AllPub,2Story,BrkFace,,0,Fa,0,TA,0,0,0,Unf,5,1973,2006,0,,0,0,Gable,Typ,TA,TA,690,SBrkr,0,0,Norm,0,TA,72,RM,2,,1,5,BLQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,264.0,373,6,Detchd,1953,1,1973.0,160,756,1527,109663.0
1085,Y,No,351,Norm,TA,Normal,833,Corner,MnPrv,WD,0,Mitchel,Ex,,CompShg,HdBoard,CBlock,1Fam,1985,0.0,,,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,5,1985,2009,0,,0,0,Gable,Typ,TA,,1040,SBrkr,0,0,Norm,0,,0,RL,3,,1,5,ALQ,Pave,3,0.0,IR1,Lvl,GasA,Y,Gtl,Plywood,0.0,689,5,,8780,1,,20,252,1877,141441.0
1086,Y,No,523,Norm,TA,Normal,1796,Inside,,WD,1,NAmes,TA,71.0,CompShg,HdBoard,CBlock,1Fam,1963,415.0,,RFn,TA,AllPub,2Story,BrkFace,TA,0,TA,0,TA,1,0,0,Unf,8,1963,2008,0,,50,1,Hip,Typ,TA,TA,987,SBrkr,0,0,Norm,0,TA,0,RL,4,,1,5,BLQ,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,483.0,464,6,Attchd,7056,1,1963.0,60,1065,2027,172370.0
1087,P,No,218,Norm,Gd,Normal,694,Inside,MnPrv,WD,0,Crawfor,TA,40.0,CompShg,WdShing,PConc,1Fam,2002,0.0,,Unf,TA,AllPub,1Story,None,Gd,34,TA,0,TA,0,0,0,Unf,4,1913,2007,0,,0,1,Gable,Typ,TA,TA,647,SBrkr,0,0,Norm,0,Gd,0,RL,2,,1,6,LwQ,Pave,3,1.0,Reg,Lvl,GasA,N,Gtl,Stucco,352.0,429,5,Detchd,4280,1,1990.0,30,252,1738,117941.0
1088,Y,Av,617,Norm,TA,Normal,864,Inside,,WD,0,CollgCr,TA,60.0,CompShg,HdBoard,CBlock,1Fam,1972,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,5,1972,2008,0,,0,0,Hip,Typ,TA,TA,1071,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,7,ALQ,Pave,5,1.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,352.0,454,5,Detchd,7180,1,1989.0,20,252,1908,158049.0
1089,Y,Gd,150,Norm,Gd,Normal,1226,Inside,,WD,0,Greens,TA,40.0,CompShg,Wd Sdng,CBlock,Twnhs,1978,0.0,,Fin,Gd,AllPub,1Story,None,TA,0,TA,0,Gd,1,0,0,Rec,4,1978,2006,567,,60,1,Gable,Typ,TA,TA,1433,SBrkr,0,0,Norm,0,TA,133,RL,1,,1,5,GLQ,Pave,7,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,484.0,716,8,Attchd,3876,1,1978.0,120,252,2270,205490.0
1090,Y,No,841,Norm,TA,Normal,1251,Inside,MnPrv,WD,0,NAmes,TA,80.0,CompShg,HdBoard,CBlock,1Fam,1964,425.0,Shed,RFn,TA,AllPub,1Story,BrkFace,Gd,0,TA,0,TA,1,0,700,Unf,6,1964,2006,0,,116,2,Hip,Typ,TA,TA,1458,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,6,BLQ,Pave,3,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,461.0,617,6,Attchd,8800,1,1964.0,20,252,2295,194375.0
1091,N,Mn,1066,Norm,TA,Abnorml,1178,Inside,,WD,0,IDOTRR,Gd,66.0,CompShg,MetalSd,Stone,1Fam,1950,0.0,,RFn,TA,AllPub,1.5Fin,None,,98,TA,0,TA,0,0,0,Unf,7,1900,2010,0,,0,0,Gable,Typ,TA,TA,1066,SBrkr,0,0,Norm,0,TA,68,C (all),2,Pave,1,7,Unf,Pave,1,1.0,Reg,HLS,GasA,Y,Mod,MetalSd,384.0,0,4,Detchd,8712,1,1964.0,50,571,1903,131407.0
1092,Y,No,102,Norm,Gd,Normal,1246,Inside,GdPrv,WD,1,NAmes,Ex,75.0,CompShg,BrkFace,CBlock,1Fam,1994,0.0,,RFn,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Rec,6,1959,2010,947,,0,0,Hip,Typ,TA,TA,1453,SBrkr,0,0,Norm,0,TA,218,RL,3,,1,7,LwQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,BrkFace,305.0,404,5,Attchd,7500,1,1959.0,20,252,2290,187711.0
1093,Y,Av,429,Norm,Gd,Partial,1500,Inside,,New,0,Blmngtn,Ex,53.0,CompShg,VinylSd,PConc,TwnhsE,2006,45.0,,Fin,Gd,AllPub,1Story,BrkFace,Gd,0,TA,0,Gd,1,0,0,Unf,6,2006,2006,0,,20,1,Hip,Typ,TA,TA,1563,SBrkr,0,0,Norm,0,TA,161,RL,2,,2,5,GLQ,Pave,10,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,648.0,1134,7,Attchd,4045,1,2006.0,120,252,2544,289521.0
1094,Y,Mn,341,Norm,TA,Normal,1039,Inside,,WD,1,Sawyer,Ex,75.0,CompShg,Plywood,PConc,2fmCon,1965,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,6,1965,2010,0,,0,0,Hip,Typ,TA,TA,1246,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,4,BLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,504.0,905,5,Attchd,11625,1,1965.0,190,252,2083,162910.0
1095,Y,Gd,317,Norm,Gd,Normal,1226,Inside,,WD,0,Greens,TA,40.0,CompShg,Wd Sdng,CBlock,Twnhs,1978,0.0,,Fin,Gd,AllPub,1Story,None,TA,0,TA,0,Gd,1,0,0,Unf,4,1978,2010,0,,78,1,Gable,Typ,TA,TA,1433,SBrkr,0,0,Norm,0,TA,223,RL,1,,1,6,GLQ,Pave,1,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,484.0,1116,8,Attchd,3880,1,1978.0,120,252,2270,244865.0
1096,Y,No,867,Norm,TA,Normal,952,Inside,,WD,0,NAmes,Ex,,CompShg,VinylSd,CBlock,1Fam,1956,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,4,1956,2008,0,,0,0,Gable,Typ,TA,TA,1159,FuseA,0,0,Norm,0,TA,0,RL,2,,1,7,ALQ,Pave,4,1.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,283.0,292,4,Detchd,8475,1,1956.0,20,252,1996,167587.0
1097,Y,Av,646,Norm,TA,Normal,1146,Inside,,WD,0,NAmes,TA,83.0,CompShg,HdBoard,CBlock,1Fam,1963,379.0,,Unf,TA,AllPub,SLvl,BrkFace,Gd,0,TA,0,TA,0,0,0,Unf,6,1963,2006,0,,75,1,Gable,Typ,TA,TA,1290,SBrkr,0,0,Norm,1,TA,345,RL,3,,1,5,ALQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,294.0,644,6,Attchd,10184,1,1963.0,80,252,2190,200002.0
1098,Y,No,583,Norm,TA,Normal,1308,Inside,,WD,1,NWAmes,Gd,75.0,CompShg,VinylSd,CBlock,1Fam,1969,0.0,,Unf,TA,AllPub,2Story,None,,0,Fa,0,TA,0,0,0,Unf,7,1969,2008,0,,0,0,Gable,Typ,TA,TA,927,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,6,BLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,484.0,344,5,Detchd,9743,1,1969.0,60,840,1764,179916.0
1099,Y,Mn,292,Norm,TA,Normal,1073,Inside,,WD,0,SWISU,Ex,50.0,CompShg,VinylSd,PConc,1Fam,2004,0.0,,Unf,TA,AllPub,1Story,None,,0,Gd,0,Gd,1,0,0,LwQ,4,2004,2006,414,,120,0,Shed,Typ,TA,TA,1280,SBrkr,0,0,Norm,0,TA,0,RL,2,,2,5,GLQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,246.0,574,7,Detchd,5500,1,2004.0,20,252,2117,191065.0
1100,N,No,885,Norm,TA,Abnorml,832,Inside,,WD,0,OldTown,TA,68.0,CompShg,AsbShng,BrkTil,1Fam,1970,0.0,,Unf,TA,AllPub,1Story,None,Gd,0,Fa,0,Fa,0,0,0,Unf,5,1923,2010,0,,0,1,Gable,Typ,Fa,Fa,885,SBrkr,0,0,Norm,0,Fa,0,RM,2,,1,2,Unf,Pave,6,2.0,Reg,Lvl,GasA,N,Gtl,AsbShng,780.0,0,2,Detchd,9656,1,1928.0,30,252,1876,32414.0
1101,Y,Mn,466,Norm,Gd,Normal,1040,Inside,,WD,0,CollgCr,TA,61.0,CompShg,HdBoard,CBlock,1Fam,2008,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,Gd,0,288,0,Rec,5,1977,2009,185,,0,0,Gable,Typ,TA,TA,1247,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,7,LwQ,Pave,9,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,484.0,596,5,Detchd,8800,1,1977.0,20,252,2084,183950.0
1102,Y,No,1262,Norm,Gd,Normal,2263,Inside,,WD,1,CollgCr,Ex,,CompShg,VinylSd,PConc,1Fam,2002,396.0,,Fin,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,189,0,Unf,7,2001,2008,0,,45,1,Gable,Typ,TA,TA,1262,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,905.0,0,8,BuiltIn,9240,1,2001.0,60,1460,2099,333934.0
1103,Y,No,687,Norm,TA,Normal,1456,Inside,,WD,1,NPkVill,Fa,24.0,CompShg,Plywood,CBlock,Twnhs,1978,0.0,,Unf,TA,AllPub,2Story,None,TA,0,TA,0,Gd,0,0,0,Unf,7,1978,2010,0,,0,1,Gable,Typ,TA,TA,1062,SBrkr,0,0,Norm,0,TA,26,RL,3,,2,5,ALQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Brk Cmn,440.0,375,6,Attchd,2280,1,1978.0,160,853,1899,178871.0
1104,Y,No,667,Norm,Gd,Normal,1203,Corner,,WD,0,BrkSide,TA,,CompShg,MetalSd,CBlock,1Fam,1950,161.0,,Unf,TA,AllPub,1.5Fin,BrkCmn,TA,248,TA,0,TA,1,0,0,Unf,5,1950,2009,0,,0,1,Gable,Typ,TA,TA,916,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,4,LwQ,Pave,7,1.0,IR1,Bnk,GasA,Y,Gtl,MetalSd,352.0,249,5,Detchd,7015,1,1950.0,50,476,2023,139349.0
1105,Y,,0,Norm,TA,Normal,2020,Inside,,WD,0,SawyerW,TA,60.0,CompShg,Plywood,Slab,Duplex,1977,320.0,,Unf,TA,AllPub,1Story,BrkFace,TA,0,,0,,0,0,0,,10,1977,2007,0,,0,2,Gable,Typ,TA,TA,0,SBrkr,0,0,Feedr,0,TA,0,RH,4,,2,5,,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,630.0,0,5,Detchd,8400,2,1977.0,90,0,3064,176744.0
1106,Y,No,949,Norm,Gd,Normal,1484,Inside,,WD,1,Gilbert,Ex,149.0,CompShg,VinylSd,PConc,1Fam,2005,0.0,,Fin,Gd,AllPub,2Story,None,Gd,0,TA,0,Gd,0,0,0,Unf,8,2005,2009,0,,24,1,Gable,Typ,TA,TA,949,SBrkr,0,0,Norm,0,TA,36,RL,3,,2,5,Unf,Pave,6,2.0,IR2,Lvl,GasA,Y,Gtl,VinylSd,390.0,0,6,Attchd,12589,1,2005.0,60,994,1786,209776.0
1107,Y,No,514,Norm,Gd,Partial,1358,Inside,MnPrv,WD,1,OldTown,Gd,60.0,CompShg,VinylSd,BrkTil,1Fam,2005,0.0,,Unf,TA,AllPub,2Story,None,Gd,0,Fa,0,TA,0,0,0,Unf,6,1930,2007,0,,32,1,Gambrel,Typ,Gd,TA,894,SBrkr,0,0,Norm,0,TA,0,RM,3,Grvl,1,7,Rec,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,336.0,380,5,Detchd,3600,1,2004.0,70,923,1731,155233.0
1108,Y,No,362,Norm,Gd,Normal,2004,Corner,,WD,1,Gilbert,Ex,,CompShg,VinylSd,PConc,1Fam,2002,,,Fin,Gd,AllPub,2Story,,Gd,0,TA,0,Ex,1,0,0,Unf,8,2002,2009,0,,48,1,Gable,Typ,TA,TA,1077,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,5,GLQ,Pave,7,3.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,644.0,715,8,BuiltIn,12891,1,2002.0,60,1378,1922,301511.0
1109,Y,Gd,368,Norm,Ex,Normal,1792,Inside,,WD,0,NridgHt,Ex,72.0,CompShg,VinylSd,PConc,1Fam,2004,562.0,,Fin,Gd,AllPub,1Story,BrkFace,Gd,0,TA,0,Ex,1,0,0,Unf,6,2003,2006,0,,49,1,Hip,Typ,TA,TA,1999,SBrkr,0,0,Norm,0,TA,206,RL,2,,2,5,GLQ,Pave,8,3.0,IR1,HLS,GasA,Y,Gtl,VinylSd,874.0,1631,9,Attchd,11846,1,2003.0,20,252,2836,429580.0
1110,Y,No,832,Norm,Gd,Partial,1250,Inside,,New,1,Somerst,Ex,35.0,CompShg,MetalSd,PConc,TwnhsE,2007,0.0,,RFn,Gd,AllPub,2Story,None,,0,TA,0,Gd,0,0,0,Unf,5,2006,2007,0,,54,0,Gable,Typ,TA,TA,832,SBrkr,0,0,Norm,0,TA,0,FV,2,Pave,2,5,Unf,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,528.0,0,7,Detchd,4251,1,2006.0,160,877,1669,199482.0
1111,Y,No,284,Norm,TA,Normal,912,Inside,,WD,0,Sawyer,Gd,65.0,CompShg,VinylSd,CBlock,1Fam,1962,60.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0,0,0,BLQ,6,1962,2009,631,,0,0,Gable,Typ,TA,TA,1119,SBrkr,0,0,Feedr,1,TA,0,RL,3,,1,6,LwQ,Pave,10,1.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,252.0,204,5,Attchd,7150,1,1962.0,20,252,1956,153586.0
1112,Y,No,320,Norm,Ex,Partial,2324,Inside,,New,0,NridgHt,Ex,85.0,CompShg,WdShing,PConc,1Fam,2006,286.0,,Fin,Ex,AllPub,2Story,Stone,Gd,0,TA,0,Ex,1,0,0,Unf,11,2005,2006,0,,21,2,Hip,Typ,TA,TA,1382,SBrkr,0,0,Norm,0,TA,147,RL,4,,3,5,GLQ,Pave,7,3.0,IR1,Lvl,GasA,Y,Gtl,Wd Shng,736.0,1062,9,BuiltIn,11924,1,2005.0,60,1394,2226,397870.0
1113,Y,No,469,Norm,Gd,Normal,1950,Inside,,WD,1,Somerst,Ex,66.0,CompShg,VinylSd,PConc,1Fam,1998,1600.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,198,0,Unf,7,1997,2007,0,,10,1,Hip,Typ,TA,TA,1182,SBrkr,0,0,Norm,0,TA,0,FV,3,Pave,2,5,BLQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,576.0,713,7,Detchd,7399,1,1997.0,60,1227,2019,281309.0
1114,Y,Gd,1581,Norm,Gd,Normal,1557,Inside,,WD,0,Blmngtn,Ex,,CompShg,VinylSd,PConc,TwnhsE,2004,18.0,,Fin,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,0,0,0,Unf,7,2003,2006,0,,20,1,Gable,Typ,TA,TA,1581,SBrkr,0,0,Norm,0,TA,143,RL,2,,2,5,Unf,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,420.0,0,7,Attchd,3196,1,2003.0,120,252,2601,275958.0
1115,N,Av,2007,Norm,TA,Abnorml,1800,Corner,,WD,0,NAmes,TA,113.0,CompShg,BrkFace,CBlock,Duplex,1961,0.0,,,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,10,1961,2008,0,,0,0,Gable,Typ,TA,,2007,SBrkr,0,0,Artery,0,,0,RL,6,,2,5,Unf,Pave,11,0.0,Reg,Lvl,GasA,N,Gtl,Wd Sdng,0.0,0,5,,8513,2,,90,252,2844,161386.0
1116,Y,No,143,Norm,TA,Normal,1056,Inside,MnPrv,WD,0,SawyerW,TA,,CompShg,HdBoard,CBlock,1Fam,1966,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,5,1966,2006,0,,42,0,Gable,Typ,TA,TA,1263,SBrkr,0,0,Norm,0,TA,0,RH,2,,1,4,Rec,Pave,11,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,384.0,1120,4,Detchd,8900,1,1966.0,20,252,2100,135961.0
1117,Y,No,335,Norm,Gd,Family,1374,Corner,,WD,1,Gilbert,Ex,87.0,CompShg,VinylSd,PConc,1Fam,2004,0.0,,Fin,Gd,AllPub,SLvl,None,Gd,0,TA,0,Gd,1,0,0,Unf,8,2004,2007,0,,0,1,Gable,Typ,TA,TA,591,SBrkr,0,0,Norm,0,TA,100,RL,3,,2,5,GLQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,400.0,256,7,BuiltIn,11084,1,2004.0,80,882,1788,210907.0
1118,Y,No,420,Norm,Gd,Normal,1553,Inside,,WD,1,Gilbert,Gd,63.0,CompShg,HdBoard,PConc,1Fam,1996,0.0,,Fin,Gd,AllPub,2Story,None,,0,TA,0,Gd,0,0,0,Unf,6,1996,2007,0,,44,0,Gable,Typ,TA,TA,898,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Rec,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,420.0,478,7,Attchd,7875,1,1996.0,60,1114,1735,215060.0
